Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"SC-A5.Ports.ifAdminStatus-06","407597","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-07","407601","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-08","407605","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-09","407609","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-10","407613","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-11","407617","Long","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A5.Ports.ifAdminStatus-12","407621","Long","","R/W","1000","","","","","","","","","","Принтер",""
"SC-A5.Ports.ifAdminStatus-13","407625","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-14","407629","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"SC-A5.Ports.ifAdminStatus-15","407633","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-16","407637","Long","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A5.Ports.ifAdminStatus-17","407641","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-18","407645","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-19","407649","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-20","407653","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-21","407657","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-22","407661","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-23","407665","Long","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"SC-A5.Ports.ifAdminStatus-24","407669","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-25","407673","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-26","407677","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-27","407681","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifAdminStatus-28","407685","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-01","407689","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"SC-A5.Ports.ifInErrors-02","407693","DWord","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"SC-A5.Ports.ifInErrors-03","407697","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-04","407701","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-05","407705","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-06","407709","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-07","407713","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-08","407717","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-09","407721","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-10","407725","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-11","407729","DWord","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A5.Ports.ifInErrors-12","407733","DWord","","R/W","1000","","","","","","","","","","Принтер",""
"SC-A5.Ports.ifInErrors-13","407737","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-14","407741","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"SC-A5.Ports.ifInErrors-15","407745","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-16","407749","DWord","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A5.Ports.ifInErrors-17","407753","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-18","407757","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-19","407761","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-20","407765","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-21","407769","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-22","407773","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-23","407777","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"SC-A5.Ports.ifInErrors-24","407781","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-25","407785","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-26","407789","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-27","407793","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInErrors-28","407797","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-01","407801","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"SC-A5.Ports.ifInOctets-02","407805","DWord","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"SC-A5.Ports.ifInOctets-03","407809","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-04","407813","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-05","407817","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-06","407821","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-07","407825","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-08","407829","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-09","407833","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-10","407837","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-11","407841","DWord","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A5.Ports.ifInOctets-12","407845","DWord","","R/W","1000","","","","","","","","","","Принтер",""
"SC-A5.Ports.ifInOctets-13","407849","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-14","407853","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"SC-A5.Ports.ifInOctets-15","407857","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-16","407861","DWord","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A5.Ports.ifInOctets-17","407865","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-18","407869","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-19","407873","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-20","407877","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-21","407881","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-22","407885","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-23","407889","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"SC-A5.Ports.ifInOctets-24","407893","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-25","407897","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-26","407901","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-27","407905","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifInOctets-28","407909","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-01","407913","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (осн.) A3/1",""
"SC-A5.Ports.ifOperStatus-02","407917","Long","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/1",""
"SC-A5.Ports.ifOperStatus-03","407921","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-04","407925","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-05","407929","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-06","407933","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-07","407937","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-08","407941","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-09","407945","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-10","407949","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-11","407953","Long","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A5.Ports.ifOperStatus-12","407957","Long","","R/W","1000","","","","","","","","","","Принтер",""
"SC-A5.Ports.ifOperStatus-13","407961","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-14","407965","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8",""
"SC-A5.Ports.ifOperStatus-15","407969","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-16","407973","Long","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A5.Ports.ifOperStatus-17","407977","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-18","407981","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-19","407985","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-20","407989","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-21","407993","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-22","407997","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-23","408001","Long","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/1",""
"SC-A5.Ports.ifOperStatus-24","408005","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-25","408009","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-26","408013","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-27","408017","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.Ports.ifOperStatus-28","408021","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A5.State.CPULoad","408025","Word","","R/W","2000","","","","","","","","","","Загрузка CPU",""
"SC-A5.State.CPUTemp","408029","DWord","","R/W","2000","","","","","","","","","","Температура процессора",""
"SC-A5.State.PowerState1","408033","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №1",""
"SC-A5.State.PowerState2","408037","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №2",""
"SC-A5.State.FanStatus1","408041","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №1",""
"SC-A5.State.FanStatus2","408045","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №2",""
"SC-A5.State.FanStatus3","408049","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №3",""
"SC-A5.Property.FW","301873.24H","String","","R/W","2000","","","","","","","","","","Версия прошивки",""
"SC-A5.Property.IP","301909.28H","String","","R/W","2000","","","","","","","","","","IP адресс",""
"SC-A5.Property.Mask","301945.28H","String","","R/W","2000","","","","","","","","","","Маска",""
"SC-A5.Property.Name","301981.24H","String","","R/W","2000","","","","","","","","","","Наименование устройства",""
"SC-A5.Property.sysUpTime","408053","Long","","R/W","2000","","","","","","","","","","Время работы",""
"SC-A5.Status.Avar","408061.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-A5.Status.Errors","408069","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-A6.Status","408557","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-A6.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. Коммутатор L3 ЛВС (рез.) A6",""
"SC-A6.Ports.ifAdminStatus-01","408077","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (рез.) A4/1",""
"SC-A6.Ports.ifAdminStatus-02","408081","Long","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/2",""
"SC-A6.Ports.ifAdminStatus-03","408085","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-04","408089","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-05","408093","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-06","408097","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-07","408101","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-08","408105","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-09","408109","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-10","408113","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-11","408117","Long","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A6.Ports.ifAdminStatus-12","408121","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-13","408125","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-14","408129","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/8",""
"SC-A6.Ports.ifAdminStatus-15","408133","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-16","408137","Long","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A6.Ports.ifAdminStatus-17","408141","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-18","408145","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-19","408149","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-20","408153","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-21","408157","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-22","408161","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-23","408165","Long","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/2",""
"SC-A6.Ports.ifAdminStatus-24","408169","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-25","408173","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-26","408177","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-27","408181","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifAdminStatus-28","408185","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-01","408189","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (рез.) A4/1",""
"SC-A6.Ports.ifInErrors-02","408193","DWord","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/2",""
"SC-A6.Ports.ifInErrors-03","408197","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-04","408201","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-05","408205","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-06","408209","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-07","408213","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-08","408217","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-09","408221","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-10","408225","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-11","408229","DWord","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A6.Ports.ifInErrors-12","408233","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-13","408237","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-14","408241","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/8",""
"SC-A6.Ports.ifInErrors-15","408245","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-16","408249","DWord","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A6.Ports.ifInErrors-17","408253","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-18","408257","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-19","408261","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-20","408265","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-21","408269","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-22","408273","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-23","408277","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/2",""
"SC-A6.Ports.ifInErrors-24","408281","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-25","408285","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-26","408289","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-27","408293","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInErrors-28","408297","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-01","408301","DWord","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (рез.) A4/1",""
"SC-A6.Ports.ifInOctets-02","408305","DWord","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/2",""
"SC-A6.Ports.ifInOctets-03","408309","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-04","408313","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-05","408317","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-06","408321","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-07","408325","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-08","408329","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-09","408333","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-10","408337","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-11","408341","DWord","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A6.Ports.ifInOctets-12","408345","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-13","408349","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-14","408353","DWord","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/8",""
"SC-A6.Ports.ifInOctets-15","408357","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-16","408361","DWord","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A6.Ports.ifInOctets-17","408365","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-18","408369","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-19","408373","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-20","408377","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-21","408381","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-22","408385","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-23","408389","DWord","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/2",""
"SC-A6.Ports.ifInOctets-24","408393","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-25","408397","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-26","408401","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-27","408405","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifInOctets-28","408409","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-01","408413","Long","","R/W","1000","","","","","","","","","","ШС. Коммутатор с МСЭ (рез.) A4/1",""
"SC-A6.Ports.ifOperStatus-02","408417","Long","","R/W","1000","","","","","","","","","","ШС. АРМ оператора МНС-2 (осн.) А20/2",""
"SC-A6.Ports.ifOperStatus-03","408421","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-04","408425","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-05","408429","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-06","408433","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-07","408437","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-08","408441","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-09","408445","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-10","408449","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-11","408453","Long","","R/W","1000","","","","","","","","","","АРМ инженера ТСПД",""
"SC-A6.Ports.ifOperStatus-12","408457","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-13","408461","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-14","408465","Long","","R/W","1000","","","","","","","","","","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/8",""
"SC-A6.Ports.ifOperStatus-15","408469","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-16","408473","Long","","R/W","1000","","","","","","","","","","В ПМЭ АСТУЭ",""
"SC-A6.Ports.ifOperStatus-17","408477","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-18","408481","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-19","408485","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-20","408489","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-21","408493","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-22","408497","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-23","408501","Long","","R/W","1000","","","","","","","","","","ШС. Сервер точного времени АА2/2",""
"SC-A6.Ports.ifOperStatus-24","408505","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-25","408509","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-26","408513","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-27","408517","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.Ports.ifOperStatus-28","408521","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A6.State.CPULoad","408525","Word","","R/W","2000","","","","","","","","","","Загрузка CPU",""
"SC-A6.State.CPUTemp","408529","DWord","","R/W","2000","","","","","","","","","","Температура процессора",""
"SC-A6.State.PowerState1","408533","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №1",""
"SC-A6.State.PowerState2","408537","Long","","R/W","2000","","","","","","","","","","Состояние ввода питания №2",""
"SC-A6.State.FanStatus1","408541","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №1",""
"SC-A6.State.FanStatus2","408545","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №2",""
"SC-A6.State.FanStatus3","408549","Long","","R/W","2000","","","","","","","","","","Состояние вентилятора №3",""
"SC-A6.Property.FW","302017.24H","String","","R/W","2000","","","","","","","","","","Версия прошивки",""
"SC-A6.Property.IP","302053.28H","String","","R/W","2000","","","","","","","","","","IP адресс",""
"SC-A6.Property.Mask","302089.28H","String","","R/W","2000","","","","","","","","","","Маска",""
"SC-A6.Property.Name","302125.24H","String","","R/W","2000","","","","","","","","","","Наименование устройства",""
"SC-A6.Property.sysUpTime","408553","Long","","R/W","2000","","","","","","","","","","Время работы",""
"SC-A6.Status.Avar","408561.0","Boolean","","R/W","100","","","","","","","","","","Авария",""
"SC-A6.Status.Errors","408569","Short","","R/W","100","","","","","","","","","","Количество ошибок",""
"SC-A3.Status","408937","DWord","","R/W","1000","","","","","","","","","","Доступность устройства",""
"SC-A3.ObjName","400001","Long","","R/W","99999990","","","","","","","","","","Шкаф серверный. Маршрутизатор с МСЭ (осн.) A3. ",""
"SC-A3.Ports.ifAdminStatus-17","408641","Long","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" основной канал",""
"SC-A3.Ports.ifAdminStatus-18","408645","Long","","R/W","1000","","","","","","","","","","Сеть ККС",""
"SC-A3.Ports.ifAdminStatus-19","408649","Long","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3.Ports.ifInErrors-17","408721","DWord","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" основной канал",""
"SC-A3.Ports.ifInErrors-18","408725","DWord","","R/W","1000","","","","","","","","","","Сеть ККС",""
"SC-A3.Ports.ifInErrors-19","408729","DWord","","R/W","1000","","","","","","","","","","резерв",""
"SC-A3.Ports.ifInOctets-17","408801","DWord","","R/W","1000","","","","","","","","","","Сеть ПД ОАО "СТН" основной канал",""
"SC-A3.Ports.ifInOctets-18","408805","DWord","","R/W","1000","","","","","","","","","","Сеть ККС",""
